EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
948912,SAN FRANCISCO BAY SHORELINE (ZONE), ,04/04/2021,1700,Strong Wind,22.00, ,0,0,0,0,CA,PST-8,MG,156986,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,04/04/2021,1830, , , , ,"Four kite surfers were rescued off the coast of Foster City after strong winds carried them away from their starting point. One was able to make it back to shore but the others needed assistance. One of the rescued surfers was treated onshore for mild hypothermia https://sfist.com/2021/04/04/three-kite-surfers-rescued-in-foster-city-one-individual-treated-for-mild-case-of-hypothermia/. Buoy data and ASOS observations from the San Francisco Airport show gusts to around 25 mph.","Four kite surfers were rescued off the coast of Foster City after strong winds carried them away from their starting point. One was able to make it back to shore but the others needed assistance. One of the rescued surfers was treated onshore for mild hypothermia.",383
955000,SAN FRANCISCO BAY SHORELINE (ZONE), ,05/19/2021,1100,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,MG,157675,Z,508,MTR,0,0,ASOS, , , , , , , , ,05/19/2021,2256, , , , ,"San Francisco Airport ASOS reported wind gusts between 45 and 50 mph with a peak gust of 56 mph.","In the wake of a cold front and a cold upper trough overhead, strong northwest winds were observed across the Greater Bay Area in mid to late May. Observations showed gusts along the coast exceeding 50 mph with area peaks reaching 60 plus mph.",384
955027,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,05/19/2021,1510,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,157675,Z,511,MTR,0,0,Mesonet, , , , , , , , ,05/20/2021,50, , , , ,"Mesonet station (PG&E) at Patterson Pass reported wind gusts between 45 and 55 mph with a peak gust of 61 mph.","In the wake of a cold front and a cold upper trough overhead, strong northwest winds were observed across the Greater Bay Area in mid to late May. Observations showed gusts along the coast exceeding 50 mph with area peaks reaching 60 plus mph.",385
961409,EAST BAY INTERIOR VALLEYS (ZONE), ,06/07/2021,1215,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,MG,158994,Z,510,MTR,0,0,Mesonet, , , , , , , , ,06/07/2021,1855, , , , ,"Byron Airport ASOS reported wind gusts between 45 and 50 mph with a peak gust of 52 mph.","A dry cold front moved through the region in early June bringing locally gusty west to northwest winds. Winds at lower elevations were gusting to 45 mph with gusts near 60 mph east of Livermore for the Altamont and Patterson Passes as well as gusts over 50 mph in downtown San Francisco. Higher elevation areas showed wind gusts in the 50s and 60s with 66 mph observed in the Marin County Hills.",386
961411,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,06/07/2021,1220,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,158994,Z,511,MTR,0,0,Mesonet, , , , , , , , ,06/08/2021,200, , , , ,"Mesonet (PG&E) station at Patterson Pass reported wind gusts between 50 and 60 mph with a peak gust of 62 mph.","A dry cold front moved through the region in early June bringing locally gusty west to northwest winds. Winds at lower elevations were gusting to 45 mph with gusts near 60 mph east of Livermore for the Altamont and Patterson Passes as well as gusts over 50 mph in downtown San Francisco. Higher elevation areas showed wind gusts in the 50s and 60s with 66 mph observed in the Marin County Hills.",387
961415,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,06/07/2021,1312,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,158994,Z,511,MTR,0,0,RAWS, , , , , , , , ,06/08/2021,212, , , , ,"Altamont RAWS station measured gusts in excess of 50 mph with a peak gust of 60 mph.","A dry cold front moved through the region in early June bringing locally gusty west to northwest winds. Winds at lower elevations were gusting to 45 mph with gusts near 60 mph east of Livermore for the Altamont and Patterson Passes as well as gusts over 50 mph in downtown San Francisco. Higher elevation areas showed wind gusts in the 50s and 60s with 66 mph observed in the Marin County Hills.",388
961455,EAST BAY INTERIOR VALLEYS (ZONE), ,06/17/2021,1500,Heat, , ,0,0,0,0,CA,PST-8, ,158996,Z,510,MTR,0,0,Official NWS Observations, , , , , , , , ,06/17/2021,1600, , , , ,"Livermore station broke a daily record at 107 degrees previously 104 in 1961.","Strong high pressure over the Four Corners brought a hot and dry air mass to the Central Coast and Bay Area in mid June. Hot daytime temperatures for multiple days in the triple digits resulted in record breaking heat for the interior portion of the region. Higher elevation areas reported daytime highs in the 100s with overnight lows in the 70s and 80s. Several sites broke daily record highs on June 17th. The heat lasted into the start of that coming weekend and resulted in one fatality in San Jose. Additionally, persistent hot/dry conditions along with near record dry fuels allowed for the development of the Willow Fire in Monterey County.",389
966983,EAST BAY INTERIOR VALLEYS (ZONE), ,07/10/2021,1055,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,159953,Z,510,MTR,0,0,ASOS, , , , , , , , ,07/10/2021,2355, , , , ,"Byron ASOS reached a daytime high of 113 degrees F and remained in the 100s until 8 pm PDT. Temperatures were still in the 80s by midnight.","Strong high pressure building over the region in early to mid July brought warm to hot temperatures across the interior. Daytime highs rose into the 100s with locations across the East Bay up to 110 degrees between July 9th and 11th. Overnight lows remained warm, particularly across higher elevations where temperatures were still in the 70s and 80s in the early mornings. Additionally, prolonged dry conditions resulted in near record dry fuels for July. This along with breezy afternoon winds prompted the Diablo Fire in Contra Costa County.",390
966985,EAST BAY INTERIOR VALLEYS (ZONE), ,07/11/2021,822,Wildfire, , ,0,0,0,0,CA,PST-8, ,159953,Z,510,MTR,0,0,Fire Department/Rescue, , , , , , , , ,07/11/2021,1522, , , , ,"The Diablo Fire broke out in the morning on the 11th south of Byron. Breezy afternoon winds contributed to the growth of the fire. The fire was contained later that evening https://abc7news.com/byron-fire-contra-costa-county-grass-wildfire/10879543/.","Strong high pressure building over the region in early to mid July brought warm to hot temperatures across the interior. Daytime highs rose into the 100s with locations across the East Bay up to 110 degrees between July 9th and 11th. Overnight lows remained warm, particularly across higher elevations where temperatures were still in the 70s and 80s in the early mornings. Additionally, prolonged dry conditions resulted in near record dry fuels for July. This along with breezy afternoon winds prompted the Diablo Fire in Contra Costa County.",391
966975,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,07/11/2021,950,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,159953,Z,511,MTR,0,0,Mesonet, , , , , , , , ,07/11/2021,2100, , , , ,"Mesonet (PG&E) station at San Jose Mines Rd had a high temperature of 104 degrees and remained in the 80s and 90s late into the night.","Strong high pressure building over the region in early to mid July brought warm to hot temperatures across the interior. Daytime highs rose into the 100s with locations across the East Bay up to 110 degrees between July 9th and 11th. Overnight lows remained warm, particularly across higher elevations where temperatures were still in the 70s and 80s in the early mornings. Additionally, prolonged dry conditions resulted in near record dry fuels for July. This along with breezy afternoon winds prompted the Diablo Fire in Contra Costa County.",392
992219,ALAMEDA CO.,EMERYVILLE,11/09/2021,1,Flood, , ,0,0,0,0,CA,PST-8, ,163249,C,1,MTR,0,0,Department of Highways,Heavy Rain, , ,2,SSE,1,W,PIEDMONT,11/09/2021,201,37.8246,-122.2667,37.8203,-122.2535,"Onramp to eastbound Interstate 580 under 2-3 feet of water. Offramp closed due to standing water. Eastbound 580 to Harrison St, one lane completely blocked with water.","A weak to moderate atmospheric river event impacted the SF Bay Area November 8th and November 9th, bringing moderate to locally heavy rain and gusty winds. A low pressure system from the Gulf of Alaska deepened over the NE Pacific and made landfall in the OR/WA area November 8th. This system tapped into subtropical moisture from the Pacific Ocean and dropped substantial rainfall over the North Bay and into the immediate Bay Area, with accumulations up to 4 inches in coastal North Bay. A strong low-level jet also developed off the coast, bringing gusty winds in excess of 30-40 mph to the Bay Area. Several reports of roadway flooding were received, along with some downed powerlines and trees. Monterey OEM also reported a mudflow on the River Fire burn scar, which forced a road closure.",393
1000075,ALAMEDA CO.,ALAMEDA,12/13/2021,540,Flood, , ,0,0,0,0,CA,PST-8, ,164372,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,NNW,2,NNW,ALAMEDA,12/13/2021,640,37.8,-122.28,37.8001,-122.2799,"Heavy rain led to 1 ft of standing water in the roadway.","A low pressure system descended from the Gulf of Alaska southward along the entire Pacific Coast and tapped into sub-tropical moisture originating from the Central Pacific to drop heavy rain throughout the state. A stalled frontal boundary over the Santa Cruz Mountains along with strong southerly winds from a coastal low-level jet, enhanced orographic rainfall over this region, leading to rainfall totals over a 2 day period (Dec 12th-13th) of up to ten inches in the coastal mountains. The stalled boundary was reinvigorated by a secondary boundary bringing in a cold unstable airmass that set off convective showers and lowered snow levels below 2000 ft. A wind advisory, later upgraded to a high wind warning was issued for the southern half of the region from the SF Peninsula down to the Big Sur Coast including the inland zones due to the coastal jet bringing sustained winds up to 40 mph with gusts up to 55 mph. A high surf advisory was issued for the entire coast due to the arrival of a strong NW swell train, along with Gale Warning throughout the coastal waters. A flash flood watch was issued for the Santa Lucia Mountains and Dolan Burn Scar area, where up to 12 inches of rain fell.",394
1017404,SAN FRANCISCO BAY SHORELINE (ZONE), ,03/04/2022,1700,Strong Wind,35.00, ,0,0,0,0,CA,PST-8,EG,168080,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,03/04/2022,1800, , , , ,"Strong winds caused the evening commute Golden Gate Ferry at 5:15 PM from the SF Ferry Building to Tiburon to be replaced by buses.","Strong and gusty northwest winds developed behind a departing storm system on March 4th. Wind gusts reached 30 to 45 mph along much of the coast, with gusts 40 to 50  mph in the higher peaks. A wind advisory was issued from the morning through the evening for the entire coastline from North Bay through Big Sur, along with San Francisco and the Bay Shoreline. The strong winds led to downed powerlines, power outages, traffic blockages, and interruption to ferry service in SF Bay.",395
1008750,SAN FRANCISCO BAY SHORELINE (ZONE), ,04/11/2022,1430,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,EG,166768,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,04/11/2022,1530, , , , ,"Strong winds caused damage to cars. In Palo Alto, a large tree fell and hit two cars at around 3 p.m. on the corner of Emerson St. and Homer Ave. across from a Whole Foods market. Even though there was a person inside of one of the cars at the time, no injuries were reported.|https://sanfrancisco.cbslocal.com/2022/04/11/high-wind-topples-tree-downed-lines-palo-alto-south-san-francisco/.","Strong northwest winds developed around the San Francisco Bay Area and Central Coast on the afternoon of April 11 after a cold front passed through the region earlier in the day. A wind advisory was issued for the entire CWA Sunday evening through 9 P.M. The region experienced widespread wind gusts of 30 to 50 mph, with localized gusts over 60 mph along the coast. The winds downed trees and powerlines across the area, leading to road closures, traffic snarls, and damage to houses and cars. Winds began to settle down later in the evening.",396
1008754,SAN FRANCISCO BAY SHORELINE (ZONE), ,04/11/2022,1500,Strong Wind,35.00, ,0,0,0,0,CA,PST-8,EG,166768,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,04/11/2022,1600, , , , ,"Strong winds brought down a tree in a Menlo Park neighborhood on Willow Road. Downed lines were reported on Hesketh Drive just east of Valparaiso Road and on Laurel St. north of El Camino Real. https://sanfrancisco.cbslocal.com/2022/04/11/high-wind-topples-tree-downed-lines-palo-alto-south-san-francisco/.","Strong northwest winds developed around the San Francisco Bay Area and Central Coast on the afternoon of April 11 after a cold front passed through the region earlier in the day. A wind advisory was issued for the entire CWA Sunday evening through 9 P.M. The region experienced widespread wind gusts of 30 to 50 mph, with localized gusts over 60 mph along the coast. The winds downed trees and powerlines across the area, leading to road closures, traffic snarls, and damage to houses and cars. Winds began to settle down later in the evening.",397
